20729	e	One problem is how the enterprises arrange posts for excellent female students, but another important point is whether the educational industry can grow and supply creative students needed for Japan's future.	Ein Problem besteht darin, wie Unternehmen Stellen für hervorragende weibliche Studentinnen arrangieren, aber ein weiterer wichtiger Punkt ist, ob die Bildungsindustrie wachsen und kreative Studenten liefern kann, die für Japans Zukunft benötigt werden.	Ein Problem besteht darin, wie Unternehmen Stellen für hervorragende weibliche Studentinnen arrangieren, aber ein weiterer wichtiger Punkt ist, ob die Bildungsindustrie wachsen und kreative Studenten liefern kann, die für Japans Zukunft benötigt werden.		A problem lies in how companies arrange positions for outstanding female students, but another important point is whether the education industry can grow and deliver creative students needed for Japan's future.	A problem lies in how companies arrange positions for outstanding female students, but another important point is whether the education industry can grow and deliver creative students needed for Japan's future.	YES	YES
32292	n	So that Michelangelo might paint certain figures on the ceiling of the Sistine Chapel, so that Shakespeare might write certain speeches and Keats his poems, it seemed to me worthwhile that countless millions should have lived and suffered and died.	Damit Michelangelo bestimmte Figuren an die Decke der Sixtinischen Kapelle malen konnte, damit Shakespeare bestimmte Reden und Keats seine Gedichte schreiben konnte, schien es mir lohnenswert, dass unzählige Millionen gelebt, gelitten und gestorben sind.	Damit Michelangelo bestimmte Figuren an der Decke der Sixtinischen Kapelle malen konnte, damit Shakespeare bestimmte Reden und Keats seine Gedichte schreiben konnte, schien es mir lohnenswert, dass unzählige Millionen gelebt, gelitten und gestorben sind.		So that Michelangelo could paint certain figures on the ceiling of the Sistine Chapel, so that Shakespeare could write certain speeches and Keats his poems, it seemed to me worthwhile that countless millions have lived, suffered, and died.	So that Michelangelo could paint certain figures on the ceiling of the Sistine Chapel, so that Shakespeare could write certain speeches and Keats his poems, it seemed to me worthwhile that countless millions have lived, suffered, and died.	YES	YES
48405	n	As a result, it is undeniable that important disciplines and moral education have been neglected. By placing excessive importance on scholastic achievement, many parents have forgotten such basic social courtesies as consideration for others.	Als Ergebnis ist es unbestreitbar, dass wichtige Disziplinen und moralische Bildung vernachlässigt wurden. Indem sie übermäßige Bedeutung auf schulische Leistungen legen, haben viele Eltern solche grundlegenden sozialen Höflichkeiten wie Rücksichtnahme auf andere vergessen.	Als Ergebnis ist es unbestreitbar, dass wichtige Disziplinen und moralische Bildung vernachlässigt wurden. Durch die übermäßige Betonung schulischer Leistungen haben viele Eltern solche grundlegenden sozialen Höflichkeiten wie Rücksichtnahme auf andere vergessen.		As a result, it is undeniable that important disciplines and moral education have been neglected. Due to the excessive emphasis on academic performance, many parents have forgotten such basic social courtesies as consideration for others.	As a result, it is undeniable that important disciplines and moral education have been neglected. Due to the excessive emphasis on academic performance, many parents have forgotten such basic social courtesies as consideration for others.	YES	YES
51873	n	In other words, the merits, etc. of making detours are the consideration of the attitudes of the landowners whose property the line would cross, the convenience of other towns and villages, as well as connection with other railway lines.	Mit anderen Worten, die Vorzüge usw. von Umwegen berücksichtigen die Einstellungen der Grundbesitzer, deren Eigentum die Linie kreuzen würde, die Bequemlichkeit anderer Städte und Dörfer sowie die Verbindung mit anderen Eisenbahnlinien.	Mit anderen Worten, die Vorzüge usw. von Umwegen sind die Berücksichtigung der Einstellungen der Grundbesitzer, deren Eigentum die Linie kreuzen würde, die Bequemlichkeit anderer Städte und Dörfer sowie die Verbindung mit anderen Eisenbahnlinien.		In other words, the advantages etc. of detours are the consideration of the attitudes of landowners whose property the line would cross, the convenience of other towns and villages, and the connection with other railway lines.	In other words, the advantages etc. of detours are the consideration of the attitudes of landowners whose property the line would cross, the convenience of other towns and villages, and the connection with other railway lines.	NO The German translation is not completely accurate. The phrase "die Vorzüge usw. von Umwegen berücksichtigen" suggests that the merits of making detours are considering the attitudes of the landowners, which is not the intended meaning. A better translation would be: "Mit anderen Worten, die Vorteile, usw. von Umwegen bestehen in der Berücksichtigung der Einstellungen der Grundbesitzer, deren Eigentum die Linie kreuzen würde, der Bequemlichkeit anderer Städte und Dörfer sowie der Verbindung mit anderen Eisenbahnlinien."	YES
53542	e	Nowadays, however, calculators can be used freely in school examinations, and already in many schools the only sound to be heard during a math exam is the sound of children tapping on their calculators.	Heutzutage können jedoch Taschenrechner in Schulprüfungen frei verwendet werden und in vielen Schulen ist das einzige Geräusch, das während einer Mathematikprüfung zu hören ist, das Tippen der Kinder auf ihren Taschenrechnern.	Heutzutage können jedoch Taschenrechner in Schulprüfungen frei verwendet werden und in vielen Schulen ist das einzige Geräusch, das während einer Mathematikprüfung zu hören ist, das Tippen der Kinder auf ihren Taschenrechnern.		However, nowadays calculators can be freely used in school exams and in many schools, the only sound heard during a math exam is the tapping of children on their calculators.	However, nowadays calculators can be freely used in school exams and in many schools, the only sound heard during a math exam is the tapping of children on their calculators.	YES	YES
53627	n	In the case of language, however, it is only the ability to talk and understand that we inherit genetically; the particular language or languages that we speak are passed on to us not by genetic transmission but by cultural transmission.	Im Falle der Sprache erben wir jedoch genetisch nur die Fähigkeit zu sprechen und zu verstehen; die spezielle Sprache oder Sprachen, die wir sprechen, werden uns nicht durch genetische Übertragung, sondern durch kulturelle Übertragung weitergegeben.	Im Falle von Sprache erben wir jedoch nur die Fähigkeit zu sprechen und zu verstehen genetisch; die spezielle Sprache oder Sprachen, die wir sprechen, werden uns nicht durch genetische Übertragung, sondern durch kulturelle Übertragung weitergegeben.	Im Fall der Sprache erben wir jedoch nur die Fähigkeit zu sprechen und zu verstehen auf genetischem Wege; die spezielle Sprache (oder Sprachen), die wir sprechen, wird uns nicht durch genetische, sondern durch kulturelle Übertragung weitergereicht.	In the case of language, however, we only inherit the ability to speak and understand genetically; the specific language or languages we speak are not passed on to us through genetic transmission, but through cultural transmission.	In the case of language, however, we only inherit the ability to speak and understand genetically; the specific language or languages we speak are not passed on to us through genetic transmission, but through cultural transmission.	YES	YES
56020	n	This may be because of a change in people's attitude toward marriage and the sharp increase of fast food restaurants and convenience stores which are open 24 hours a day and enable young people to live more easily.	Dies könnte auf eine Veränderung der Einstellung der Menschen zur Ehe zurückzuführen sein und auf den starken Anstieg von Fast-Food-Restaurants und Convenience-Stores, die rund um die Uhr geöffnet sind und es jungen Menschen ermöglichen, einfacher zu leben.	Dies könnte aufgrund einer Veränderung der Einstellung der Menschen zur Ehe und dem starken Anstieg von Fast-Food-Restaurants und Convenience-Stores zurückzuführen sein, die rund um die Uhr geöffnet sind und es jungen Menschen ermöglichen, einfacher zu leben.		This could be due to a change in people's attitudes towards marriage and the sharp increase in fast-food restaurants and convenience stores that are open around the clock, allowing young people to live more easily.	This could be due to a change in people's attitudes towards marriage and the sharp increase in fast-food restaurants and convenience stores that are open around the clock, allowing young people to live more easily.	YES	YES
57955	e	This group passes out information on such things as travel and health care, and encourages its members to vote on issues that affect this age group such as legislation regulating the insurance industry, medical care and housing.	Diese Gruppe verteilt Informationen zu Themen wie Reisen und Gesundheitsversorgung und ermutigt ihre Mitglieder, über Themen abzustimmen, die diese Altersgruppe betreffen, wie Gesetze zur Regulierung der Versicherungsbranche, medizinische Versorgung und Wohnen.	Diese Gruppe verteilt Informationen zu Themen wie Reisen und Gesundheitsversorgung und ermutigt ihre Mitglieder, über Themen abzustimmen, die diese Altersgruppe betreffen, wie Gesetze zur Regulierung der Versicherungsbranche, medizinische Versorgung und Wohnen.	Diese Gruppe verteilt Informationen zu Themen wie Reisen und Gesundheitswesen und ermuntert ihre Mitglieder über Fragen abzustimmen, die diese Altersgruppe betreffen, wie beispielsweise die gesetzliche Regulierung des Versicherungswesens, die medizinische Versorgung und Wohnungsangelegenheiten.	This group distributes information on topics such as travel and healthcare, and encourages its members to vote on issues that affect this age group, such as laws regulating the insurance industry, medical care, and housing.	This group distributes information on topics such as travel and healthcare, and encourages its members to vote on issues that affect this age group, such as laws regulating the insurance industry, medical care, and housing.	YES	YES
62351	n	After weighing all these considerations, the promoters will present their scheme in the form of a private bill; however, they might find themselves forced to alter the route in order to meet criticisms in Parliament.	Nach Abwägung all dieser Überlegungen werden die Initiatoren ihr Vorhaben in Form eines privaten Gesetzentwurfs vorstellen; sie könnten sich jedoch gezwungen sehen, die Route zu ändern, um Kritik im Parlament zu begegnen.	Nach Abwägung all dieser Überlegungen werden die Initiatoren ihren Plan in Form eines privaten Gesetzentwurfs vorlegen; sie könnten sich jedoch gezwungen sehen, die Route zu ändern, um Kritik im Parlament zu begegnen.		After weighing all these considerations, the initiators will present their plan in the form of a private bill; however, they may be forced to change the route to address criticism in parliament.	After weighing all these considerations, the initiators will present their plan in the form of a private bill; however, they may be forced to change the route to address criticism in parliament.	YES	YES
67741	n	There are so-called primitive cultures in the jungles of the Amazon and on the island of New Guinea, and there are so-called advanced cultures in Europe, Asia, and Africa, but the languages of these cultures are all equally advanced and complex.	Es gibt sogenannte primitive Kulturen in den Dschungeln des Amazonas und auf der Insel Neuguinea, und es gibt sogenannte fortgeschrittene Kulturen in Europa, Asien und Afrika, aber die Sprachen dieser Kulturen sind alle gleichermaßen fortgeschritten und komplex.	Es gibt sogenannte primitive Kulturen in den Dschungeln des Amazonas und auf der Insel Neuguinea, und es gibt sogenannte fortgeschrittene Kulturen in Europa, Asien und Afrika, aber die Sprachen dieser Kulturen sind alle gleich fortgeschritten und komplex.		There are so-called primitive cultures in the jungles of the Amazon and on the island of New Guinea, and there are so-called advanced cultures in Europe, Asia, and Africa, but the languages of these cultures are all equally advanced and complex.	There are so-called primitive cultures in the jungles of the Amazon and on the island of New Guinea, and there are so-called advanced cultures in Europe, Asia, and Africa, but the languages of these cultures are all equally advanced and complex.	YES	YES
