1276	e	Let's try something.	Lass uns etwas versuchen.	Lass uns etwas versuchen.	Lass uns etwas versuchen!	Lass uns mal was ausprobieren.	Lass uns mal was ausprobieren.	YES	YES
1277	e	I have to go to sleep.	Ich muss schlafen gehen.	Ich muss schlafen gehen.	Ich muss schlafen.	Ich muss schlafen gehen.	Ich muss schlafen gehen.	YES	YES
1280	e	Today is June 18th and it is Muiriel's birthday!	Heute ist der 18. Juni und es ist Muiriels Geburtstag!	Heute ist der 18. Juni und es ist Muiriels Geburtstag!	Heute ist der 18. Juni und das ist der Geburtstag von Muiriel!	Heute ist der achtzehnte Juni — und Muiriels Geburtstag!	Heute ist der 18. Juni, der Geburtstag von Muiriel.	Heute ist der 18. Juni – und Muiriels Geburtstag!
1282	e	Muiriel is 20 now.	Muiriel ist jetzt 20.	Muiriel ist jetzt 20.	Muiriel ist jetzt 20.	Muiriel ist jetzt zwanzig Jahre alt.	Muiriel ist jetzt zwanzig Jahre alt.	YES	YES
1283	e	The password is "Muiriel".	Das Passwort ist Muiriel.	Das Passwort ist Muiriel.	Das Passwort ist "Muiriel".	Das Kennwort lautet „Muiriel“.	Das Kennwort lautet „Muiriel“.	YES	YES
1284	e	I will be back soon.	Ich werde bald zurück sein.	Ich werde bald zurück sein.	Ich werde bald zurück sein.	Bin gleich zurück.	Bin gleich zurück.	YES	YES
1286	e	I'm at a loss for words.	Ich bin sprachlos.	Ich bin sprachlos.	Ich finde keine Worte.	Mir fehlen die Worte.	Mir fehlen die Worte.	YES	YES
1287	e	This is never going to end.	Das wird niemals enden.	Das wird niemals enden.	Das wird nie enden.	Das hört nie auf!	Das hört nie auf!	YES	YES
1289	n	That was an evil bunny.	Das war ein böser Hase.	Das war ein böses Häschen.	Das war ein böses Kaninchen.	That was a naughty bunny.	That was a naughty bunny.	YES	YES
1290	e	I was in the mountains.	Ich war in den Bergen.	Ich war in den Bergen.	Ich war in den Bergen.	I was in the mountains.	I was in the mountains.	YES	YES
1291	n	Is it a recent picture?	Ist das ein aktuelles Bild?	Ist es ein aktuelles Bild?	Ist das ein aktuelles Foto?	Is it a current picture?	Is it a current picture?	YES	YES
1296	e	You are in my way.	Du stehst mir im Weg.	Du stehst mir im Weg.	Du bist mir im Weg.	You are in my way.	You are in my way.	YES	YES
1298	n	This will cost €30.	Das wird 30€ kosten.	Das wird €30 kosten.	Das wird 30 € kosten.	That will cost €30.	That will cost €30.	YES	YES
1299	n	I make €100 a day.	Ich verdiene 100€ am Tag.	Ich verdiene 100 Euro am Tag.	Ich verdiene 100 Euro pro Tag.	I earn 100 Euros a day.	I earn 100 Euros a day.	YES	YES
1302	e	That won't happen.	Das wird nicht passieren.	Das wird nicht passieren.	Das wird nicht passieren.	That will not happen.	That will not happen.	YES	YES
1308	e	I miss you.	Ich vermisse dich.	Ich vermisse dich.	Ich vermisse dich.	I miss you.	I miss you.	YES	YES
1311	e	You should sleep.	Du solltest schlafen.	Du solltest schlafen.	Du solltest schlafen.	You should sleep.	You should sleep.	YES	YES
1312	e	I'm going to go.	Ich werde gehen.	Ich werde gehen.	Ich gehe.	I will go.	I will go.	YES	YES
1314	e	You're so impatient with me.	Du bist so ungeduldig mit mir.	Du bist so ungeduldig mit mir.	Du bist so ungeduldig mit mir.	You are so impatient with me.	You are so impatient with me.	YES	YES
1317	e	I never liked biology.	Ich mochte Biologie nie.	Ich mochte Biologie nie.	Ich mochte Biologie noch nie.	I never liked biology.	I never liked biology.	YES	YES
1320	e	It is unfortunately true.	Es ist leider wahr.	Es ist leider wahr.	Unglücklicherweise stimmt es.	It is unfortunately true.	It is unfortunately true.	YES	YES
1322	e	Most people think I'm crazy.	Die meisten Leute denken, ich bin verrückt.	Die meisten Leute denken, ich bin verrückt.	Die meisten Leute denken, ich sei verrückt.	Most people think I'm crazy.	Most people think I'm crazy.	YES	YES
1323	e	No I'm not; you are!	Nein, ich bin es nicht; du bist es!	Nein, ich bin es nicht; du bist es!	Nein, ich bin es nicht, du bist es!	No, it's not me; it's you!	No, it's not me; it's you!	YES	YES
1324	n	That's MY line!	Das ist MEINE Zeile!	Das ist MEIN Satz!	Das war mein Satz!	This is MY sentence!	This is MY sentence!	YES	YES
1325	e	He's kicking me!	Er tritt mich!	Er tritt mich!	Er tritt mich!	He kicks me!	He kicks me!	YES	YES
1326	e	Are you sure?	Bist du sicher?	Bist du sicher?	Bist du sicher?	Are you sure?	Are you sure?	YES	YES
1327	e	Then there is a problem...	Dann gibt es ein Problem...	Dann gibt es ein Problem...	Dann haben wir ein Problem...	Then there is a problem...	Then there is a problem...	YES	YES
1328	e	Oh, there's a butterfly!	Oh, da ist ein Schmetterling!	Oh, da ist ein Schmetterling!	Oh, da ist ein Schmetterling!	Oh, there's a butterfly!	Oh, there's a butterfly!	YES	YES
1329	e	Hurry up.	Mach schnell.	Mach schnell.	Beeil dich!	Hurry up.	Hurry up.	YES	YES
1330	n	It doesn't surprise me.	Das überrascht mich nicht.	Es überrascht mich nicht.	Es überrascht mich nicht.	It does not surprise me.	It does not surprise me.	YES	YES
1333	n	It depends on the context.	Es hängt vom Kontext ab.	Es kommt auf den Kontext an.	Das kommt auf den Zusammenhang an.	It depends on the context.	It depends on the context.	YES	YES
1334	n	Are you freaking kidding me?!	Machst du Witze mit mir?!	Machst du Witze?!	Willst du mich verdammt nochmal auf den Arm nehmen?!	Are you joking?!	Are you joking?!	NO. The German translation is more polite and lacks the intensity and frustration of the original English phrase. A better translation would be: "Willst du mich verarschen?!"	NO. The German translation "Machst du Witze?!" is more like "Are you joking?". A better translation that captures the tone and intent of the original English phrase would be "Willst du mich verarschen?!" or "Machst du Witze mit mir?!"
1339	e	I'm so fat.	Ich bin so dick.	Ich bin so dick.	Ich bin so dick.	I am so fat.	I am so fat.	YES	YES
1340	e	So what?	Na und?	Na und?	Na und?	So what?	So what?	YES	YES
1341	e	I'm gonna shoot him.	Ich werde auf ihn schießen.	Ich werde auf ihn schießen.	Ich werde ihn erschießen.	I will shoot him.	I will shoot him.	YES	YES
1343	n	I'm just saying!	Ich sage es nur!	Ich sage nur!	Ich sag's ja nur!	I'm just saying!	I'm just saying!	NO. The German translation "Ich sage es nur!" is more literally "I'm just saying it!" A better translation would be "Ich sage ja nur!" which captures the tone and intent of the English phrase "I'm just saying!"	NO, the German translation is not completely accurate. A better translation would be "Ich sage ja nur!" This phrase better captures the tone and intent of the English phrase "I'm just saying!"
1348	e	That's because you're a girl.	Das liegt daran, dass du ein Mädchen bist.	Das liegt daran, dass du ein Mädchen bist.	Das liegt daran, dass du ein Mädchen bist.	That's because you are a girl.	That's because you are a girl.	YES	YES
1352	e	I don't intend to be selfish.	Ich habe nicht vor, egoistisch zu sein.	Ich habe nicht vor, egoistisch zu sein.	Ich beabsichtige nicht, selbstsüchtig zu sein.	I do not intend to be selfish.	I do not intend to be selfish.	YES	YES
1358	e	One can always find time.	Man kann immer Zeit finden.	Man kann immer Zeit finden.	Man kann immer Zeit finden.	One can always find time.	One can always find time.	YES	YES
1361	e	When I woke up, I was sad.	Als ich aufwachte, war ich traurig.	Als ich aufwachte, war ich traurig.	Als ich aufgewacht bin, war ich traurig.	When I woke up, I was sad.	When I woke up, I was sad.	YES	YES
1368	e	Why do you ask?	Warum fragst du?	Warum fragst du?	Warum fragst du?	Why are you asking?	Why are you asking?	YES	YES
1373	n	How long did you stay?	Wie lange bist du geblieben?	Wie lange sind Sie geblieben?	Wie lange bist du geblieben?	How long did you stay?	How long did you stay?	YES	YES
1379	e	That is intriguing.	Das ist faszinierend.	Das ist faszinierend.	Das macht neugierig.	That is fascinating.	That is fascinating.	The texts do not have the exact same meaning. While both convey interest, "intriguing" suggests something is interesting because it is unusual or mysterious, whereas "faszinierend" is more general and can simply mean very interesting. A better translation would be: "Das ist faszinierend."	The texts do not have the exact same meaning. While both convey interest, "intriguing" suggests something is interesting because it is unusual or mysterious, whereas "faszinierend" is more general and can simply mean very interesting. A better translation would be: "Das ist faszinierend."
1385	e	This is not important.	Das ist nicht wichtig.	Das ist nicht wichtig.	Dies ist nicht wichtig.	This is not important.	This is not important.	YES	YES
1386	e	I didn't like it.	Es hat mir nicht gefallen.	Es hat mir nicht gefallen.	Mir hat es nicht gefallen.	I did not like it.	I did not like it.	YES	YES
1391	e	You can do it.	Du kannst es schaffen.	Du kannst es schaffen.	Du kannst das machen!	You can do it.	You can do it.	YES	YES
1393	e	I wish I could go to Japan.	Ich wünschte, ich könnte nach Japan gehen.	Ich wünschte, ich könnte nach Japan gehen.	Ich wünschte, ich könnte nach Japan gehen.	I wish I could go to Japan.	I wish I could go to Japan.	YES	YES
1395	e	I have to go to bed.	Ich muss ins Bett gehen.	Ich muss ins Bett gehen.	Ich muss schlafen gehen.	I have to go to bed.	I have to go to bed.	YES	YES
1398	e	It may freeze next week.	Es könnte nächste Woche frieren.	Es könnte nächste Woche frieren.	Nächste Woche wird es vielleicht Frost geben.	It might freeze next week.	It might freeze next week.	YES	YES
1402	e	That wasn't my intention.	Das war nicht meine Absicht.	Das war nicht meine Absicht.	Das war nicht meine Absicht.	That was not my intention.	That was not my intention.	YES	YES
1403	n	Thanks for your explanation.	Danke für deine Erklärung.	Danke für Ihre Erklärung.	Danke für Ihre Erklärung.	Thank you for your explanation.	Thank you for your explanation.	YES	YES
1408	e	I don't know what you mean.	Ich weiß nicht, was du meinst.	Ich weiß nicht, was du meinst.	Ich weiß nicht, was du meinst.	I don't know what you mean.	I don't know what you mean.	YES	YES
1411	n	Uh, now it's really weird...	Äh, jetzt ist es wirklich seltsam...	Äh, jetzt wird es wirklich seltsam...	Oh, jetzt ist es wirklich verwirrend...	Uh, now it's really getting weird...	Uh, now it's really getting weird...	YES	YES
1416	e	You're really not stupid.	Du bist wirklich nicht dumm.	Du bist wirklich nicht dumm.	Du bist wirklich nicht dumm.	You are really not stupid.	You are really not stupid.	YES	YES
1421	e	No one will know.	Niemand wird es wissen.	Niemand wird es wissen.	Niemand wird's erfahren.	No one will know.	No one will know.	YES	YES
1423	n	It seems interesting to me.	Das erscheint mir interessant.	Es scheint mir interessant zu sein.	Das scheint mir interessant!	It seems interesting to me.	It seems interesting to me.	YES	YES
1425	e	I like candlelight.	Ich mag Kerzenlicht.	Ich mag Kerzenlicht.	Ich mag gerne Kerzenlicht.	I like candlelight.	I like candlelight.	YES	YES
1426	e	What did you answer?	Was hast du geantwortet?	Was hast du geantwortet?	Was hast du geantwortet?	What did you answer?	What did you answer?	YES	YES
1431	e	Where is the problem?	Wo ist das Problem?	Wo ist das Problem?	Wo ist das Problem?	Where is the problem?	Where is the problem?	YES	YES
1432	e	I can only wait.	Ich kann nur warten.	Ich kann nur warten.	Ich kann nur warten.	I can only wait.	I can only wait.	YES	YES
